pH,TDS,Turbidity,Potability,Temp_C,Arsenic_ppb,Lead_ppb
8.316765884214679,22018.41744077529,4.628770536837084,0,24.299583143991942,6.9639638983803325,5.857919506719396
9.092223456290965,17978.98633892625,4.075075425430034,0,25.29709127014847,7.638314094727713,6.329124453020617
5.584086638456089,28748.68773904612,2.5597082275565217,0,23.518976384478997,1.3612509943036262,8.580824879773989
10.223862164528772,28749.716543528237,2.672988736934779,0,26.69107639694884,8.173213562642548,5.24521859233776
8.635848718500734,13672.091763901635,4.401424715445482,0,22.795842671852647,1.5003349413333886,6.032942840830823
11.180284470721592,25484.50849098786,4.370561936655497,0,19.62903899878708,8.863990751824161,7.6660202414229675
7.360640105838258,32452.614409143884,3.662291782852457,0,28.959999745696102,12.289428517843062,12.580858681658803
7.119824384264552,18730.813653342717,3.445756223321899,0,27.275063631988495,1.474683249835505,8.162254489621837
6.347271760539316,41065.23476453935,4.376348290691898,0,24.254332836880042,123.3257364035957,51.938693970762195
9.181560007151536,24041.32628006128,4.503660796179122,0,24.206397974205224,4.532126635602269,4.711779897116938
7.371050302429531,25630.320036999725,2.5602991476149146,0,22.745572862328373,1.5549175308504584,6.998682475785473
6.660212026118103,30944.363591242687,3.7497012410996176,0,24.792508754054698,5.379284434840309,2.0322113034724207
5.400301780729467,17266.593421923077,4.824786389767524,0,24.99033734922695,2.7947373942822606,8.450650126528448
6.514415093251676,21218.702871190195,5.200885076539757,0,23.84269098012792,5.420656769171019,6.4114555740870465
3.4450618643852127,33424.7686784948,4.184396969028851,0,26.993344193151618,8.547795215640843,1.199658051801097
7.181448580829175,15196.229987483845,5.088859989138795,0,20.305893132159692,6.546577216625942,8.65400643121138
10.43329098280438,22326.89204571865,5.057310516515726,0,26.79971032373053,6.261387606207913,7.373013384177855
7.414148196336244,32555.85253707369,3.160624468232638,0,28.82159807679259,146.9355163578495,24.6130261159235
5.115817063771218,19620.545328612152,3.9020887676437535,0,22.731486265494674,2.2407706775933605,3.5518176397163908
3.641629777473381,24752.072459755404,3.464353035155024,0,21.39476572876217,5.617710905559303,8.947554812142243
9.267187530763549,24683.723566029654,4.324004645618281,0,30.925440219816476,2.0738381428778068,7.157326029969981
5.331940479018537,16658.876503163574,4.434820257956548,0,24.174821790080312,2.181735753285132,4.291575777063246
7.145771545218821,28780.340431632725,5.182590703980226,0,22.71631623578907,3.4379299272931947,8.423750187333994
9.920691058768153,9973.934059208535,4.69070723013249,0,24.609287978326943,1.2969783705023081,5.6055063338248425
6.953864225511059,10575.18628088936,3.195710328196264,0,22.25541054073183,8.449319862153072,3.2541911254085667
10.68296642580598,15758.740621388915,3.999775381550061,0,19.92655049074576,8.528155348023652,1.1329745256143982
8.757257397440991,21536.22468744541,3.6261354416122304,0,25.348327953940302,73.60395116415111,55.930188716666585
7.80963189801941,12013.550628764531,2.447444463910633,0,22.820426062453016,2.953278076503203,7.839772245332322
6.652488090855707,19871.788448305862,3.742090426349668,0,29.32949733784908,2.1784420406414284,2.2365303557378837
9.14719705533692,11920.610835646206,3.7945315911032105,0,24.188537617124553,132.67950517603754,14.559859332571339
10.560744636218196,21783.65103336337,3.964686350022129,0,25.03512588622386,3.9630009056489346,3.8519242596616055
8.520806572970303,28779.6500110336,3.9406045297946832,0,22.20366708639726,8.029946320883155,6.102992280842321
4.999413810796919,24323.865903045946,4.460683931737437,0,24.495301574782037,88.83039173204287,10.936631273722726
3.9060783549561697,32144.79993361832,3.902879711657464,0,21.81828066737634,8.165956583312319,5.891546352586155
6.391353623832183,20965.478308853573,3.92374916929651,0,26.278487608024783,8.542070559889218,2.421177094478277
5.058108868565138,34873.9345228707,5.106655774420084,0,26.978446761568428,3.9253052142452995,2.8736078278342125
7.261550522070718,24964.777703096523,3.636364182680497,0,24.386121517291635,7.900842614317688,2.7852264838827976
7.16046723080874,6743.346065530401,3.8848910441472793,0,28.2022999017752,4.205817248335329,1.7264349541345645
5.704764776213017,33223.58152874991,4.157533407489738,0,21.44986882077901,1.3602076977103579,1.529446274335001
6.21727313516034,19460.38281898756,5.325833445695803,0,23.915792005559325,8.014138515060967,7.097993654124102
3.514545528745279,23029.663613563636,3.762615331099367,0,19.03511677042583,5.9936833777461915,7.6383962327042285
3.72250048593372,37962.16799126102,3.662837731991359,0,27.105721342276674,8.54402237156571,5.378777414999878
6.455004797496717,24468.048390354597,2.2934314064128625,0,27.06946143332339,8.545493083120645,5.50617655468023
7.316804753880919,31903.399811532247,3.508372649783596,0,27.09085246674433,46.44538017781197,38.767947394140386
7.408985466924612,9566.1222701692,3.772420927989514,0,27.905279038628702,80.07805377308847,53.69553461962978
5.976769618087598,27267.981860954154,2.9946710955082176,0,27.8659113106808,2.5402710839872142,6.495082366305293
6.395359131671062,23827.275015402887,4.191217514711704,0,25.373182010685767,21.542701307179783,33.56580495092455
6.762832521891738,27159.38434523353,4.916579160751283,0,25.48384568372565,90.81237930748162,73.32627904564879
9.91871706385417,21470.27830541328,3.385508443856719,0,24.811488416957367,50.2238940563449,56.703697056589874
10.15544017022192,12652.362978658088,5.002467259922081,0,26.53900090731063,3.917228178109305,7.037693393541445
8.721726710620581,28608.052076372544,2.5550269039968736,0,21.206045472592187,8.300765011203953,4.0724510671392045
9.026787719511631,27965.07214592841,2.0190420182011657,0,31.154623466864244,7.973951318019511,2.2734729016011688
6.953371603389549,11609.109054527797,3.651865808422898,0,25.929355974101913,1.845854690552132,3.195185989138553
6.140877556947864,26687.87448333394,5.359460295012964,0,25.58394097752803,2.6228344378814485,8.096586629336912
7.077874006530455,23873.378210133666,4.764508264921448,0,26.116282100777315,4.475253326091656,1.7344000494721445
5.488314309012512,21485.153195191077,5.066786271784542,0,21.76541748380004,116.48950329505834,30.64940075692508
7.205559174588729,24627.867560468934,3.710053125679874,0,21.312771112285926,1.5837284884234348,6.769732440978943
9.177869865892433,20868.331218998803,3.1087699879134547,0,26.40975553438152,4.551211161094128,1.6213134302885974
4.270716194733736,24405.25053495276,3.763905902952325,0,26.586127601032622,17.63832910321243,55.31192678858214
